Id,Category
532,1
533,0
534,0
535,1
536,1
537,0
538,0
539,1
540,1
541,1
542,0
543,0
544,0
545,0
546,0
547,1
548,1
549,1
550,1
551,1
552,1
553,1
554,0
555,1
556,0
557,1
558,0
559,1
560,0
561,1
562,0
563,0
564,0
565,0
566,1
567,0
568,0
569,1
570,0
571,1
572,0
573,0
574,1
575,0
576,1
577,0
578,0
579,1
580,1
581,0
582,1
583,1
584,0
585,1
586,1
587,1
588,0
589,1
590,1
591,0
592,0
593,0
594,0
595,1
596,0
597,1
598,1
599,0
600,1
601,1
602,0
603,0
604,1
605,1
606,0
607,0
608,1
609,1
610,1
611,1
612,1
613,0
614,1
615,1
616,1
617,1
618,0
619,0
620,0
621,1
622,1
623,1
624,0
625,1
626,1
627,0
628,0
629,1
630,1
631,0
632,0
633,0
634,1
635,1
636,0
637,0
638,0
639,0
640,1
641,1
642,0
643,1
644,1
645,1
646,1
647,0
648,1
649,0
650,0
651,1
652,1
653,0
654,0
655,0
656,0
657,0
658,1
659,1
660,1
661,0
662,0
663,0
664,0
665,1
666,1
667,1
668,1
669,1
670,1
671,0
672,1
673,1
674,1
675,0
676,0
677,0
678,1
679,0
680,1
681,0
682,0
683,0
684,1
685,0
686,0
687,0
688,0
689,1
690,0
691,1
692,0
693,0
694,0
695,1
696,0
697,0
698,1
699,0
700,1
701,0
702,1
703,1
704,0
705,0
706,0
707,0
708,1
709,0
710,1
711,1
712,1
713,0
714,1
715,0
716,1
717,1
718,1
719,1
720,1
721,0
722,0
723,0
724,0
725,0
726,1
727,1
728,1
729,1
730,1
731,1
732,1
733,1
734,1
735,1
736,1
737,1
738,0
739,1
740,0
741,0
742,0
743,1
744,1
745,1
746,1
747,0
748,1
749,1
750,0
751,0
752,0
753,0
754,1
755,1
756,0
757,0
758,1
759,1
760,1
761,0
762,0
763,1
764,0
765,1
766,1
767,0
768,1
769,1
770,1
771,1
772,0
773,0
774,0
775,0
776,1
777,0
778,0
779,1
780,0
781,1
782,0
783,1
784,0
785,1
786,1
787,1
788,1
789,0
790,1
791,1
792,0
793,1
794,0
795,0
796,1
797,0
798,1
799,1
800,1
801,0
802,1
803,1
804,1
805,1
806,1
807,1
808,0
809,1
810,0
811,1
812,1
813,0
814,1
815,1
816,0
817,0
818,0
819,0
820,0
821,1
822,1
823,1
824,1
825,0
826,0
827,1
828,0
829,1
830,1
831,1
832,0
833,1
834,0
835,1
836,1
837,0
838,1
839,1
840,0
841,1
842,0
843,0
844,1
845,1
846,1
847,0
848,1
849,0
850,0
851,1
852,0
853,0
854,0
855,0
856,1
857,0
858,1
859,1
860,0
861,0
862,0
863,1
864,0
865,0
866,1
867,1
868,1
869,0
870,0
871,0
872,1
873,1
874,1
875,1
876,0
877,1
878,0
879,1
880,0
881,0
882,1
883,1
884,0
885,0
886,0
887,1
888,0
889,0
890,0
891,0
892,0
893,0
894,1
895,0
896,0
897,1
898,1
899,0
900,0
901,0
902,1
903,1
904,1
905,1
906,0
907,1
908,0
909,1
910,1
911,0
912,1
913,0
914,0
915,1
916,1
917,1
918,0
919,1
920,1
921,0
922,0
923,0
924,1
925,1
926,0
927,0
928,1
929,1
930,0
931,1
932,0
933,0
934,0
935,0
936,0
937,0
938,0
939,0
940,0
941,0
942,1
943,0
944,1
945,0
946,1
947,1
948,1
949,0
950,0
951,0
952,1
953,0
954,1
955,0
956,1
957,0
958,0
959,1
960,0
961,0
962,1
963,0
964,0
965,1
966,0
967,1
968,1
969,0
970,1
971,1
972,0
973,1
974,0
975,0
976,1
977,0
978,0
979,0
980,0
981,0
982,1
983,0
984,1
985,1
986,0
987,1
988,1
989,0
990,0
991,1
992,1
993,1
994,1
995,1
996,1
997,1
998,0
999,0
1000,0
1001,1
1002,0
1003,1
1004,0
1005,1
1006,0
1007,0
1008,0
1009,1
1010,0
1011,0
1012,0
1013,1
1014,1
1015,1
1016,1
1017,0
1018,1
1019,0
1020,0
1021,1
1022,1
1023,1
1024,1
1025,0
1026,1
1027,1
1028,1
1029,1
1030,1
1031,1
1032,1
1033,1
1034,1
1035,1
1036,1
1037,1
1038,1
1039,0
1040,1
1041,1
1042,1
1043,0
1044,0
1045,1
1046,1
1047,1
1048,0
1049,0
1050,1
1051,1
1052,1
1053,1
1054,0
1055,0
1056,1
1057,1
1058,1
1059,0
1060,1
1061,0
1062,1
1063,1
1064,1
1065,0
1066,0
1067,1
1068,1
1069,0
1070,1
1071,1
1072,1
1073,0
1074,1
1075,1
1076,0
1077,1
1078,0
1079,1
1080,1
1081,1
1082,1
1083,1
1084,0
1085,1
1086,0
1087,0
1088,1
1089,1
1090,0
1091,0
1092,0
1093,1
1094,1
1095,0
1096,0
1097,1
1098,1
1099,1
1100,0
1101,0
1102,1
1103,1
1104,0
1105,1
1106,0
1107,1
1108,0
1109,0
1110,1
1111,1
1112,1
1113,0
1114,0
1115,0
1116,0
1117,0
1118,1
1119,0
1120,1
1121,1
1122,1
1123,0
1124,1
1125,1
1126,1
1127,0
1128,0
1129,1
1130,0
1131,1
1132,1
1133,1
1134,1
1135,1
1136,1
1137,1
1138,1
1139,1
1140,0
1141,1
1142,0
1143,1
1144,1
1145,1
1146,1
1147,0
1148,0
1149,0
1150,1
1151,1
1152,0
1153,1
1154,1
1155,0
1156,0
1157,1
1158,0
1159,0
1160,1
1161,0
1162,0
1163,1
1164,0
1165,1
1166,0
1167,0
1168,1
1169,1
1170,0
1171,1
1172,1
1173,0
1174,1
1175,1
1176,1
1177,1
1178,0
1179,1
1180,0
1181,1
1182,1
1183,0
1184,1
1185,1
1186,0
1187,0
1188,0
1189,0
1190,0
1191,1
1192,0
1193,0
1194,0
1195,0
1196,1
1197,0
1198,1
1199,1
1200,0
1201,1
1202,0
1203,1
1204,0
1205,1
1206,1
1207,0
1208,0
1209,1
1210,1
1211,0
1212,1
1213,0
1214,0
1215,1
1216,1
1217,1
1218,1
1219,1
1220,1
1221,1
1222,0
1223,0
1224,1
1225,0
1226,1
1227,0
1228,1
1229,0
1230,1
1231,0
1232,0
1233,0
1234,0
1235,0
1236,0
1237,1
1238,0
1239,0
1240,1
1241,0
1242,0
1243,0
1244,0
1245,1
1246,1
1247,1
1248,0
1249,0
1250,1
1251,0
1252,0
1253,1
1254,1
1255,0
1256,1
1257,0
1258,0
1259,1
1260,1
1261,1
1262,0
1263,1
1264,0
1265,1
1266,0
1267,1
1268,1
1269,1
1270,0
1271,0
1272,1
1273,1
1274,0
1275,1
1276,0
1277,1
1278,1
1279,0
1280,1
1281,1
1282,0
1283,0
1284,0
1285,0
1286,1
1287,1
1288,0
1289,1
1290,0
1291,0
1292,0
1293,0
1294,1
1295,0
1296,0
1297,1
1298,1
1299,1
1300,1
1301,1
1302,0
1303,0
1304,1
1305,0
1306,0
1307,1
1308,0
1309,1
1310,0
1311,1
1312,1
1313,1
1314,0
1315,0
1316,0
1317,0
1318,1
1319,0
1320,1
1321,0
1322,0
1323,1
1324,0
1325,1
1326,0
1327,0
1328,0
1329,1
1330,1
1331,0
1332,0
1333,0
1334,0
1335,1
1336,0
1337,0
1338,1
1339,1
1340,0
1341,1
1342,0
1343,1
1344,1
1345,0
1346,1
1347,1
1348,0
1349,0
1350,0
1351,0
1352,1
1353,1
1354,1
1355,1
1356,0
1357,1
1358,0
1359,1
1360,0
1361,1
1362,0
1363,0
1364,0
1365,1
1366,0
1367,0
1368,0
1369,0
1370,1
1371,0
1372,1
1373,0
1374,0
1375,1
1376,1
1377,0
1378,1
1379,1
1380,0
1381,1
1382,1
1383,1
1384,0
1385,0
1386,0
1387,1
1388,1
1389,1
1390,1
1391,1
1392,1
1393,0
1394,1
1395,1
1396,1
1397,0
1398,0
1399,0
1400,0
1401,1
1402,1
1403,0
1404,0
1405,1
1406,1
1407,1
1408,0
1409,0
1410,0
1411,0
1412,1
1413,1
1414,1
1415,0
1416,1
1417,0
1418,1
1419,1
1420,0
1421,1
1422,1
1423,1
1424,1
1425,1
1426,0
1427,1
1428,1
1429,1
1430,0
1431,1
1432,1
1433,0
1434,1
1435,1
1436,1
1437,0
1438,1
1439,0
1440,1
1441,1
1442,1
1443,1
1444,1
1445,1
1446,1
1447,0
1448,1
1449,0
1450,0
1451,0
1452,1
1453,1
1454,1
1455,0
1456,0
1457,0
1458,0
1459,0
1460,0
1461,1
1462,0
1463,1
1464,1
1465,1
1466,1
1467,1
1468,1
1469,1
1470,0
1471,1
1472,1
1473,0
1474,1
1475,0
1476,0
1477,0
1478,1
1479,1
1480,0
1481,0
1482,1
1483,0
1484,1
1485,0
1486,0
1487,0
1488,0
1489,0
1490,1
1491,1
1492,1
1493,1
1494,0
1495,0
1496,0
1497,0
1498,1
1499,0
1500,0
1501,1
1502,0
1503,0
1504,0
1505,1
1506,0
1507,0
1508,1
1509,1
1510,1
1511,1
1512,0
1513,1
1514,0
1515,0
1516,0
1517,0
1518,0
1519,1
1520,1
1521,1
1522,0
1523,1
1524,0
1525,1
1526,1
1527,0
1528,0
1529,0
1530,0
1531,1
1532,0
1533,0
1534,1
1535,1
1536,1
1537,0
1538,1
1539,0
1540,1
1541,0
1542,1
1543,0
1544,0
1545,1
1546,1
1547,1
1548,0
1549,1
1550,1
1551,1
1552,0
1553,0
1554,1
1555,0
1556,0
1557,1
1558,1
1559,0
1560,0
1561,1
1562,1
1563,0
1564,1
1565,0
1566,1
1567,1
1568,1
1569,1
1570,0
1571,1
1572,1
1573,1
1574,0
1575,0
1576,1
1577,0
1578,1
1579,1
1580,1
1581,1
1582,1
1583,0
1584,1
1585,0
1586,0
1587,0
1588,0
1589,1
1590,1
1591,0
1592,0
1593,0
1594,1
1595,0
1596,0
1597,1
1598,0
1599,0
1600,1
1601,0
1602,1
1603,0
1604,1
1605,1
1606,1
1607,1
1608,1
1609,1
1610,1
1611,1
1612,0
1613,1
1614,1
1615,0
1616,0
1617,1
1618,0
1619,1
1620,1
1621,0
1622,0
1623,1
1624,0
1625,1
1626,1
1627,1
1628,0
1629,0
1630,0
1631,1
1632,1
1633,1
1634,1
1635,1
1636,0
1637,1
1638,1
1639,1
1640,1
1641,0
1642,0
1643,0
1644,0
1645,0
1646,0
1647,0
1648,0
1649,0
1650,0
1651,1
1652,1
1653,1
1654,0
1655,0
1656,0
1657,1
1658,0
1659,0
1660,0
1661,1
1662,1
1663,0
1664,0
1665,0
1666,1
1667,0
1668,1
1669,0
1670,0
1671,0
1672,0
1673,0
1674,0
1675,1
1676,1
1677,1
1678,1
1679,1
1680,0
1681,1
1682,0
1683,1
1684,1
1685,1
1686,0
1687,1
1688,1
1689,0
1690,0
1691,0
1692,1
1693,1
1694,0
1695,1
1696,0
1697,0
1698,1
1699,0
1700,1
1701,0
1702,0
1703,1
1704,1
1705,0
1706,1
1707,0
1708,1
1709,1
1710,1
1711,1
1712,0
1713,0
1714,1
1715,1
1716,0
1717,0
1718,0
1719,0
1720,0
1721,1
1722,1
1723,0
1724,1
1725,1
1726,1
1727,1
1728,0
1729,1
1730,1
1731,0
1732,1
1733,0
1734,0
1735,0
1736,0
1737,1
1738,0
1739,0
1740,0
1741,0
1742,0
1743,0
1744,0
1745,1
1746,0
1747,1
1748,1
1749,0
1750,1
1751,0
1752,0
1753,1
1754,0
1755,1
1756,1
1757,1
1758,0
1759,1
1760,0
1761,1
1762,1
1763,0
1764,1
1765,1
1766,1
1767,0
1768,0
1769,1
1770,0
1771,1
1772,0
1773,0
1774,0
1775,0
1776,0
1777,1
1778,1
1779,0
1780,1
1781,1
1782,0
1783,0
1784,1
1785,0
1786,1
1787,0
1788,1
1789,0
1790,1
1791,1
1792,1
1793,0
1794,0
1795,0
1796,0
1797,1
1798,1
1799,1
1800,0
1801,0
1802,0
1803,1
1804,1
1805,0
1806,1
1807,1
1808,1
1809,0
1810,0
1811,0
1812,0
1813,1
1814,0
1815,1
1816,0
1817,1
1818,1
1819,0
1820,1
1821,0
1822,0
1823,0
1824,1
1825,1
1826,0
1827,0
1828,1
1829,0
1830,1
1831,1
1832,1
1833,0
1834,1
1835,1
1836,0
1837,0
1838,0
1839,1
1840,1
1841,1
1842,1
1843,0
1844,1
1845,1
1846,1
1847,0
1848,1
1849,1
1850,0
1851,1
1852,1
1853,1
1854,1
1855,0
1856,0
1857,1
1858,1
1859,0
1860,1
1861,1
1862,1
1863,1
1864,1
1865,0
1866,0
1867,0
1868,1
1869,1
1870,1
1871,1
1872,1
1873,0
1874,0
1875,0
1876,0
1877,1
1878,0
1879,1
1880,0
1881,0
1882,1
1883,1
1884,1
1885,1
1886,0
1887,0
1888,0
1889,0
1890,1
1891,0
1892,0
1893,0
1894,0
1895,1
1896,1
1897,1
1898,1
1899,0
1900,0
1901,0
1902,0
1903,1
1904,1
1905,1
1906,0
1907,0
1908,1
1909,1
1910,1
1911,1
1912,0
1913,0
1914,1
1915,0
1916,1
1917,1
1918,0
1919,0
1920,0
1921,0
1922,0
1923,1
1924,0
1925,1
1926,1
1927,0
1928,1
1929,0
1930,0
1931,0
1932,0
1933,1
1934,0
1935,0
1936,0
1937,1
1938,0
1939,1
1940,1
1941,0
1942,1
1943,0
1944,1
1945,1
1946,1
1947,0
1948,0
1949,0
1950,0
1951,1
1952,0
1953,1
1954,0
1955,0
1956,1
1957,0
1958,0
1959,0
1960,1
1961,0
1962,0
1963,0
1964,0
1965,0
1966,0
1967,1
1968,1
1969,0
1970,0
1971,1
1972,1
1973,1
1974,1
1975,0
1976,1
1977,0
1978,0
1979,0
1980,1
1981,1
1982,1
1983,1
1984,1
1985,1
1986,0
1987,0
1988,0
1989,1
1990,1
1991,0
1992,1
1993,0
1994,0
1995,1
1996,0
1997,0
1998,1
1999,1
2000,0
2001,0
2002,1
2003,0
2004,0
2005,1
2006,1
2007,0
2008,1
2009,1
2010,0
2011,1
2012,0
2013,1
2014,1
2015,1
2016,1
2017,1
2018,0
2019,0
2020,1
2021,1
2022,0
2023,0
2024,0
2025,0
2026,1
2027,0
2028,0
2029,1
2030,0
2031,1
2032,1
2033,0
2034,1
2035,0
2036,1
2037,0
2038,1
2039,0
2040,0
2041,0
2042,1
2043,1
2044,1
2045,0
2046,1
2047,0
2048,1
2049,0
2050,1
2051,1
2052,0
2053,1
2054,0
2055,1
2056,1
2057,0
2058,1
2059,0
2060,1
2061,1
2062,0
2063,0
2064,1
2065,0
2066,0
2067,1
2068,1
2069,1
2070,0
2071,1
2072,0
2073,1
2074,1
2075,0
2076,1
2077,0
2078,1
2079,1
2080,0
2081,1
2082,1
2083,0
2084,1
2085,1
2086,0
2087,0
2088,0
2089,1
2090,0
2091,0
2092,0
2093,0
2094,0
2095,1
2096,1
2097,1
2098,0
2099,1
2100,0
2101,1
2102,1
2103,1
2104,1
2105,0
2106,1
2107,0
2108,0
2109,0
2110,1
2111,0
2112,0
2113,1
2114,1
2115,0
2116,1
2117,0
2118,1
2119,0
2120,1
2121,1
2122,0
2123,1
2124,0
2125,0
2126,1
2127,1
2128,1
2129,0
2130,1
2131,1
2132,1
2133,0
2134,1
2135,0
2136,1
2137,0
2138,1
2139,1
2140,0
2141,0
2142,0
2143,1
2144,1
2145,1
2146,0
2147,1
2148,0
2149,0
2150,1
2151,0
2152,1
2153,0
2154,1
2155,1
2156,1
2157,1
2158,1
2159,1
2160,1
2161,1
2162,1
2163,1
2164,0
2165,1
2166,1
2167,0
2168,0
2169,1
2170,0
2171,1
2172,1
2173,0
2174,1
2175,0
2176,1
2177,1
2178,1
2179,1
2180,0
2181,0
2182,1
2183,1
2184,0
2185,0
2186,1
2187,0
2188,1
2189,1
2190,1
2191,0
2192,1
2193,0
2194,0
2195,1
2196,1
2197,1
2198,1
2199,0
2200,0
2201,0
2202,1
2203,1
2204,1
2205,1
2206,0
2207,0
2208,0
2209,0
2210,1
2211,1
2212,0
2213,1
2214,1
2215,0
2216,1
2217,0
2218,0
2219,1
2220,0
2221,0
2222,0
2223,1
2224,1
2225,0
2226,0
2227,1
2228,0
2229,0
2230,0
2231,1
2232,1
2233,1
2234,0
2235,1
2236,0
2237,1
2238,0
2239,0
2240,1
2241,0
2242,0
2243,0
2244,0
2245,1
2246,1
2247,1
2248,0
2249,1
2250,1
2251,0
2252,0
2253,1
2254,0
2255,0
2256,0
2257,0
2258,1
2259,0
2260,1
2261,0
2262,1
2263,0
2264,1
2265,0
2266,1
2267,0
2268,1
2269,1
2270,1
2271,0
2272,1
2273,0
2274,0
2275,0
2276,0
2277,1
2278,0
2279,1
2280,1
2281,1
2282,0
2283,1
2284,0
2285,1
2286,0
2287,1
2288,0
2289,0
2290,0
2291,0
2292,0
2293,0
2294,0
2295,1
2296,0
2297,0
2298,0
2299,0
2300,1
2301,0
2302,1
2303,0
2304,0
2305,0
2306,0
2307,1
2308,0
2309,1
2310,1
2311,0
2312,1
2313,0
2314,0
2315,0
2316,0
2317,0
2318,1
2319,1
2320,0
2321,0
2322,1
2323,0
2324,0
2325,1
2326,0
2327,1
2328,1
2329,0
2330,0
2331,1
2332,0
2333,0
2334,1
2335,0
2336,0
2337,1
2338,0
2339,1
2340,0
2341,1
2342,0
2343,1
2344,0
2345,0
2346,1
2347,0
2348,0
2349,0
2350,0
2351,1
2352,1
2353,0
2354,1
2355,1
2356,0
2357,1
2358,1
2359,0
2360,0
2361,0
2362,1
2363,0
2364,1
2365,1
2366,0
2367,0
2368,1
2369,1
2370,0
2371,1
2372,0
2373,1
2374,1
2375,0
2376,1
2377,0
2378,0
2379,1
2380,1
2381,1
2382,1
2383,0
2384,1
2385,1
2386,0
2387,0
2388,0
2389,1
2390,1
2391,0
2392,1
2393,1
2394,0
2395,1
2396,1
2397,0
2398,1
2399,1
2400,1
2401,0
2402,0
2403,0
2404,1
2405,1
2406,0
2407,0
2408,1
2409,0
2410,0
2411,0
2412,1
2413,1
2414,1
2415,1
2416,0
2417,0
2418,0
2419,0
2420,0
2421,0
2422,0
2423,1
2424,1
2425,1
2426,0
2427,1
2428,1
2429,0
2430,1
2431,0
2432,1
2433,0
2434,1
2435,1
2436,1
2437,0
2438,1
2439,1
2440,0
2441,0
2442,1
2443,0
2444,1
2445,1
2446,0
2447,1
2448,1
2449,1
2450,1
2451,1
2452,0
2453,1
2454,1
2455,0
2456,0
2457,0
2458,1
2459,1
2460,0
2461,0
2462,1
2463,0
2464,1
2465,0
2466,1
2467,1
2468,0
2469,0
2470,1
2471,0
2472,0
2473,1
2474,1
2475,1
2476,1
2477,1
2478,0
2479,1
2480,1
2481,0
2482,1
2483,1
2484,1
2485,1
2486,1
2487,0
2488,1
2489,1
2490,0
2491,0
2492,1
2493,1
2494,0
2495,0
2496,1
2497,0
2498,1
2499,1
2500,0
2501,0
2502,0
2503,0
2504,1
2505,1
2506,1
2507,0
2508,0
2509,0
2510,0
2511,1
2512,0
2513,1
2514,0
2515,0
2516,1
2517,0
2518,1
2519,1
2520,1
2521,1
2522,1
2523,1
2524,0
2525,1
2526,0
2527,1
2528,0
2529,1
2530,1
2531,1
2532,1
2533,0
2534,0
2535,1
2536,1
2537,0
2538,0
2539,1
2540,0
2541,0
2542,0
2543,0
2544,0
2545,0
2546,1
2547,0
2548,0
2549,1
2550,1
2551,0
2552,0
2553,1
2554,1
2555,0
2556,1
2557,0
2558,0
2559,1
2560,0
2561,0
2562,0
2563,0
2564,1
2565,0
2566,0
2567,1
2568,1
2569,1
2570,1
2571,0
2572,1
2573,0
2574,0
2575,1
2576,1
2577,1
2578,1
2579,0
2580,1
2581,0
2582,1
2583,1
2584,0
2585,0
2586,1
2587,0
2588,1
2589,1
2590,1
2591,1
2592,1
2593,1
2594,0
2595,1
2596,1
2597,1
2598,1
2599,0
2600,1
2601,0
2602,0
2603,0
2604,0
2605,0
2606,0
2607,1
2608,1
2609,0
2610,1
2611,0
2612,0
2613,0
2614,1
2615,1
2616,1
2617,0
2618,0
2619,0
2620,1
2621,1
2622,0
2623,0
2624,1
2625,0
2626,0
2627,1
2628,1
2629,0
2630,1
2631,1
2632,1
2633,0
2634,1
2635,1
2636,0
2637,0
2638,1
2639,0
2640,0
2641,1
2642,0
2643,0
2644,1
2645,1
2646,1
2647,1
2648,0
2649,1
2650,1
2651,0
2652,1
2653,1
2654,0
2655,1
2656,0
2657,0
2658,1
2659,0
2660,0
2661,1
2662,0
2663,1
2664,1
2665,0
2666,0
2667,0
2668,1
2669,0
2670,0
2671,1
2672,0
2673,0
2674,1
2675,1
2676,0
2677,1
2678,0
2679,1
2680,1
2681,1
2682,0
2683,0
2684,0
2685,0
2686,0
2687,1
2688,1
2689,1
2690,0
2691,1
2692,0
2693,0
2694,1
2695,1
2696,1
2697,1
2698,0
2699,1
2700,1
2701,0
2702,0
2703,0
2704,0
2705,0
2706,1
2707,0
2708,1
2709,0
2710,1
2711,0
2712,0
2713,1
2714,0
2715,0
2716,0
2717,1
2718,0
2719,1
2720,0
2721,0
2722,0
2723,0
2724,0
2725,0
2726,1
2727,0
2728,1
2729,0
2730,1
2731,1
2732,0
2733,1
2734,0
2735,0
2736,0
2737,1
2738,1
2739,0
2740,0
2741,1
2742,1
2743,1
2744,1
2745,1
2746,0
2747,0
2748,0
2749,1
2750,0
2751,0
2752,0
2753,0
2754,0
2755,1
2756,0
2757,1
2758,1
2759,1
2760,0
2761,0
2762,0
2763,1
2764,0
2765,0
2766,0
2767,1
2768,1
2769,0
2770,0
2771,1
2772,0
2773,0
2774,0
2775,1
2776,0
2777,1
2778,0
2779,1
2780,0
2781,0
2782,1
2783,0
2784,1
2785,0
2786,0
2787,1
2788,0
2789,0
2790,0
2791,0
2792,1
2793,1
2794,1
2795,1
2796,1
2797,0
2798,1
2799,0
2800,0
2801,0
2802,0
2803,0
2804,0
2805,0
2806,0
2807,1
2808,1
2809,0
2810,0
2811,0
2812,0
2813,0
2814,0
2815,0
2816,1
2817,0
2818,1
2819,0
2820,0
2821,1
2822,0
2823,0
2824,0
2825,0
2826,0
2827,0
2828,1
2829,1
2830,0
2831,0
2832,0
2833,0
2834,0
2835,1
2836,0
2837,0
2838,1
2839,1
2840,1
2841,1
2842,0
2843,0
2844,0
2845,0
2846,0
2847,1
2848,1
2849,0
2850,1
2851,0
2852,1
2853,0
2854,0
2855,0
2856,1
2857,0
2858,0
2859,1
2860,0
2861,0
2862,0
2863,1
2864,1
2865,0
2866,1
2867,1
2868,0
2869,0
2870,1
2871,0
2872,0
2873,1
2874,0
2875,1
2876,1
2877,1
2878,1
2879,1
2880,0
2881,1
2882,1
2883,0
2884,1
2885,1
2886,1
2887,0
2888,0
2889,0
2890,0
2891,0
2892,1
2893,0
2894,1
2895,0
2896,0
2897,1
2898,1
2899,0
2900,1
2901,0
2902,1
2903,0
2904,1
2905,0
2906,1
2907,0
2908,1
2909,1
2910,1
2911,0
2912,1
2913,0
2914,0
2915,0
2916,1
2917,1
2918,1
2919,1
2920,1
2921,1
2922,1
2923,0
2924,1
2925,0
2926,1
2927,1
2928,0
2929,1
2930,1
2931,0
2932,1
2933,0
2934,1
2935,1
2936,0
2937,0
2938,0
2939,0
2940,0
2941,1
2942,0
2943,1
2944,0
2945,1
2946,1
2947,1
2948,0
2949,0
2950,1
2951,1
2952,1
2953,0
2954,0
2955,1
2956,1
2957,0
2958,1
2959,0
2960,1
2961,0
2962,0
2963,0
2964,1
2965,0
2966,1
2967,0
2968,1
2969,0
2970,0
2971,0
2972,1
2973,0
2974,1
2975,0
2976,1
2977,0
2978,1
2979,0
2980,0
2981,0
2982,0
2983,0
2984,1
2985,0
2986,1
2987,0
2988,0
2989,0
2990,1
2991,0
2992,0
2993,0
2994,0
2995,0
2996,0
